Rank,ASN,Name,Country,Online,Offline,Average Reaction Time
1,AS52715,AS52715 SCORPION TELECOMUNICACAO RIBEIRAO PR ... ,- BR,0,1,3 minutes
2,AS13022,AS13022 STREAMS_GMBH,- AT,0,1,5 minutes
3,AS22438,AS22438 CLEAR-RATE-COMMUNICATIONS,- US,0,1,7 minutes
4,AS17716,AS17716 NTU-TW National Taiwan University,- TW,0,1,8 minutes
5,AS34243,AS34243 WEBAGE,- GB,0,1,9 minutes
6,AS58966,AS58966 BENCHMARK-AS-IN Benchmark Infotech S ... ,- IN,0,1,10 minutes
7,AS52602,AS52602 SKORPION SISTEMA DE TELECOMUNICACOES ... ,- BR,0,1,10 minutes
8,AS6789,AS6789 CRELCOM-NET,- UA,0,1,11 minutes
9,AS46652,AS46652 SERVERSTACK-ASN,- US,0,4,11 minutes
10,AS16912,AS16912 4-LESS-NETWORK,- US,0,1,11 minutes
11,AS43578,AS43578 BITNAP bitNAP Datacenter 01 Barcelon ... ,- ES,0,1,11 minutes
12,AS263009,AS263009 FORTE TELECOM LTDA.,- BR,0,2,14 minutes
13,AS52078,AS52078 MARTEL,- PL,0,1,14 minutes
14,AS7024,AS7024 PIXELGATE,- US,0,1,14 minutes
15,AS8728,AS8728 Infonet,- EE,0,1,14 minutes
16,AS263891,AS263891 TURBONET INFO E TELECOM,- BR,0,1,14 minutes
17,AS42676,AS42676 SMARTKOM ======Uplinks======,- RU,0,2,15 minutes
18,AS56977,AS56977 ASSTILAR,- RU,0,1,15 minutes
19,AS17739,AS17739 HAPLINK-CN-AP Shanghai Telecom Hapli ... ,- CN,0,1,16 minutes
20,AS268355,AS268355 RESENDE & GONCALVES TELECOM LTDA,- BR,0,2,17 minutes
21,AS42334,AS42334 BBP-AS,- LB,0,2,17 minutes
22,AS133699,AS133699 ZIPTELIT-AS-IN Ziptel IT Solutions P ... ,- IN,0,1,18 minutes
23,AS29953,AS29953 MORNCOMM,- CA,0,1,18 minutes
24,AS202040,AS202040 SCT,- DE,0,1,18 minutes
25,AS270972,AS270972 NET ONE TELECOM LTDA - ME,- BR,0,1,19 minutes
26,AS20926,AS20926 PULSATION-AS,- FR,0,1,19 minutes
27,AS264884,AS264884 BEDINOTO TECNOLOGIA LTDA-ME,- BR,0,1,20 minutes
28,AS263089,AS263089 V de M Vargas,- BR,0,1,20 minutes
29,AS139526,AS139526 REVNBB-AS Revolution Broadband Pvt.l ... ,- IN,0,1,20 minutes
30,AS12296,AS12296 ADANET-,- TR,0,1,20 minutes
31,AS35266,AS35266 EXN-AS,- GB,0,2,20 minutes
32,AS262872,AS262872 DIGICONTROL SERVICOS DE PROVEDORES L ... ,- BR,0,1,20 minutes
33,AS16101,AS16101 ORDIPAT,- FR,0,1,21 minutes
34,AS202223,AS202223 GE-ODREX-AS,- GE,0,1,21 minutes
35,AS270480,AS270480 GTI Telecom,- BR,0,1,21 minutes
36,AS139879,AS139879 GALAXY-AS-AP Galaxy Broadband,- PK,0,1,22 minutes
37,AS268143,AS268143 MOC INTERNET LTDA,- BR,0,1,22 minutes
38,AS138225,AS138225 ONEEIGHT-AS-IN One Eight Technologie ... ,- IN,0,1,22 minutes
39,AS29100,AS29100 BROADCOM,- DK,0,1,23 minutes
40,AS14173,AS14173 PHOTOBUCKET,- US,0,1,23 minutes
41,AS137138,AS137138 SAINTERN-AS S A Internet Solution Pv ... ,- IN,0,1,23 minutes
42,AS3800,AS3800 AS3800,- US,0,1,23 minutes
43,AS204983,AS204983 CYBERFUSION,- NL,0,1,23 minutes
44,AS270668,AS270668 JULIO CESAR BERNARDELI OLIVEIRA 7121 ... ,- BR,0,3,24 minutes
45,AS268248,AS268248 UPNETIX TELECOM,- BR,0,1,24 minutes
46,AS268922,AS268922 MAXUEL QUERINO DA SILVA - ME,- BR,0,1,24 minutes
47,AS2639,AS2639 ZOHO-AS,- US,0,8,25 minutes
48,AS44512,AS44512 KONVERTO-AS,- IT,0,1,26 minutes
49,AS201602,AS201602 WIRTEK,- IT,0,1,26 minutes
50,AS29571,AS29571 ORANGE-COTE-IVOIRE,- CI,0,1,26 minutes
51,AS58715,AS58715 EARTHTELECOMMUNICATION-AS EARTH TELE ... ,- BD,0,1,26 minutes
52,AS137344,AS137344 IDNIC-TRANSTEKNO-AS-ID PT. TRANS NAS ... ,- ID,0,3,26 minutes
53,AS208619,AS208619 BANDAWIFI,- ES,0,1,26 minutes
54,AS38186,AS38186 FTG-AS-AP Forewin Telecom Group Limi ... ,- HK,0,3,27 minutes
55,AS31224,AS31224 MF-UGSM-AS,- RU,0,1,28 minutes
56,AS197495,AS197495 LARSENDATA,- DK,0,1,28 minutes
57,AS52786,AS52786 BrByte Telecom,- BR,0,1,28 minutes
58,AS60819,AS60819 SAFENAMES-AS,- GB,0,1,29 minutes
59,AS270828,AS270828 FULL NET,- BR,0,2,29 minutes
60,AS268072,AS268072 FRANCISCO NICOLAS FUENTES ESPINOSA T ... ,- BR,0,11,29 minutes
61,AS270295,AS270295 MVM INTERNET FIBRA OPTICA,- BR,0,1,29 minutes
62,AS196865,AS196865 AIRCOMM,- IT,0,1,29 minutes
63,AS59671,AS59671 BIT-AS,- UA,0,1,30 minutes
64,AS136665,AS136665 ELLFIBER-AS Ell Innovations Pvt Ltd,- IN,0,2,30 minutes
65,AS270366,AS270366 Jean Franck Ximenes,- BR,0,2,30 minutes
66,AS263469,AS263469 J P de Souza Telecomunicacoes EPP,- BR,0,13,31 minutes
67,AS266214,AS266214 UTIL PROVEDOR DE INTERNET LTDA - ME,- BR,0,4,31 minutes
68,AS56783,AS56783 CONNECTIT-AS,- PL,0,2,31 minutes
69,AS61818,AS61818 Miriam dos Santos Oliveira ME,- BR,0,1,31 minutes
70,AS267278,AS267278 ALLYSON DINIZ MELO - ME,- BR,0,1,31 minutes
71,AS53154,AS53154 MCO2 Tecnologia,- BR,0,3,32 minutes
72,AS47902,AS47902 ISP-INASSET-AS,- IT,0,1,32 minutes
73,AS265276,AS265276 SPEED_MAAX BANDA LARGA LTDA - ME,- BR,0,1,32 minutes
74,AS8278,AS8278 TUC-AS,- GR,0,1,32 minutes
75,AS269267,AS269267 wilson barbosa comunicacoes me,- BR,0,1,32 minutes
76,AS34568,AS34568 CONNECTINGBYTES-AS,- DE,0,1,33 minutes
77,AS136704,AS136704 ABNPL-AS-IN Apex Broadband Network P ... ,- IN,0,11,33 minutes
78,AS267188,AS267188 Net Info Informatica Ltda,- BR,0,2,33 minutes
79,AS51275,AS51275 VIACOMKFT,- HU,0,1,34 minutes
80,AS137655,AS137655 AANS-AS-IN Angel Air Network Solutio ... ,- IN,0,3,34 minutes
81,AS270310,AS270310 ELETRONIC SPORT S BRASILIA LTD ME,- BR,0,13,34 minutes
82,AS21570,AS21570 ACI-1,- CA,0,1,35 minutes
83,AS25071,"AS25071 RADIOCOM-AS 69000, Ukraine, Zaporozh ... ",- UA,0,1,35 minutes
84,AS9249,AS9249 VUTELECOM-AS01-VU-AP Telecom Vanuatu ... ,- VU,0,4,36 minutes
85,AS47409,AS47409 TPI-AS,- DE,0,2,36 minutes
86,AS43061,AS43061 SI-STELKOM,- SI,0,1,36 minutes
87,AS32987,AS32987 AS080780,- US,0,1,36 minutes
88,AS9913,AS9913 IIG-AS-AP Internet Information Group ... ,- AU,0,1,36 minutes
89,AS138800,AS138800 PEERNPL-AS-IN Peer Networks Private ... ,- IN,0,4,36 minutes
90,AS262452,AS262452 VCNETWORK SOLUCOES TECNOLOGICA,- BR,0,4,37 minutes
91,AS11562,"AS11562 Net Uno, C.A.",- VE,0,1,37 minutes
92,AS136434,AS136434 DCOMMBD-AS-AP Digital Communication,- BD,0,3,37 minutes
93,AS264870,AS264870 Ipnet Comunicacoes LTDA,- BR,0,2,37 minutes
94,AS60362,AS60362 ALWAYSDATA,- FR,0,2,38 minutes
95,AS30619,AS30619 TDM-AS,- MZ,0,1,38 minutes
96,AS268224,AS268224 TCPNET INFORMATICA E COMUNICACAO EIR ... ,- BR,0,1,38 minutes
97,AS12348,AS12348 AS12348 Hermann-Glockner-Str. 7,- DE,0,1,39 minutes
98,AS140127,AS140127 NETWALA-AS-IN Internetwala It Servic ... ,- IN,0,1,39 minutes
99,AS196682,AS196682 UADOMEN-AS,- UA,0,14,39 minutes
100,AS15706,AS15706 Sudatel,- SD,0,1,39 minutes
101,AS44889,AS44889 AZMA-AS,- IR,0,1,39 minutes
102,AS47066,AS47066 PRGMR,- US,0,12,40 minutes
103,AS269654,AS269654 J&J Net Telecomunicacoes LTDA,- BR,0,2,40 minutes
104,AS30499,AS30499 YSU-AS,- US,0,1,40 minutes
105,AS12574,"AS12574 ROUTING Franzstr. 51, 52064 Aachen",- DE,0,5,41 minutes
106,AS265400,AS265400 VALE VERDE TECNOLOGIA INTEGRADA,- BR,0,1,41 minutes
107,AS270609,AS270609 Lucas Aparecido Bernardo -ME,- BR,0,2,42 minutes
108,AS266186,AS266186 Eleandro Luiz Sampaio,- BR,0,29,42 minutes
109,AS135253,AS135253 MFT-AS Mft Internet Private Limited,- IN,0,3,42 minutes
110,AS15510,AS15510 CWCS-PS CompuWeb Communications Serv ... ,- GB,0,2,42 minutes
111,AS132658,AS132658 IDNIC-DISKOMINFOPROVSU-AS-ID Dinas K ... ,- ID,0,1,43 minutes
112,AS138996,AS138996 UNICOMMS-AS-AP Uni Comms Internation ... ,- MY,0,1,43 minutes
113,AS15535,AS15535 VIRTUALXS-AS,- NL,0,1,43 minutes
114,AS44676,AS44676 VMAGE-AS,- RU,0,1,43 minutes
115,AS133684,AS133684 SUNBROADBAND-AS Sun Broadband And Da ... ,- IN,0,4,43 minutes
116,AS197781,AS197781 AVERS-AS,- UA,0,1,44 minutes
117,AS56580,AS56580 CYBERCOM-AS Cybercom internet provid ... ,- RU,0,1,44 minutes
118,AS134599,AS134599 DIGITALDOTNET-AS-AP Digital Dot Net ... ,- BD,0,4,44 minutes
119,AS34240,AS34240 MANITU,- DE,0,2,45 minutes
120,AS136336,AS136336 TICFIBER-AS Thamizhaga Internet Comm ... ,- IN,0,1,45 minutes
121,AS25317,AS25317 MB-T-AS Am Grossen Teich 33,- DE,0,1,45 minutes
122,AS268228,AS268228 PEDRO ARAUJO DO NASCIMENTO NETO,- BR,0,1,46 minutes
123,AS3925,AS3925 ICO-SV,- US,0,1,46 minutes
124,AS136320,AS136320 WORLDVIS-AS-IN World Vision Networks ... ,- IN,0,1,47 minutes
125,AS199835,AS199835 VEVIDA,- NL,0,1,47 minutes
126,AS6713,AS6713 IAM-AS,- MA,0,13,47 minutes
127,AS136720,AS136720 AIRTECHZONE-AS-IN Airtechzone Servic ... ,- IN,0,1,48 minutes
128,AS58142,AS58142 RASANE-AS Samaneh Sama Pishro Persia ... ,- GB,0,1,48 minutes
129,AS268060,AS268060 FUNNY TELECOM LTDA,- BR,0,1,48 minutes
130,AS48861,AS48861 APAGA FiberNet Network,- AM,0,2,49 minutes
131,AS51790,AS51790 SIEL,- SI,1,10,49 minutes
132,AS26615,AS26615 TIM S/A,- BR,0,1,49 minutes
133,AS267495,AS267495 Brasil Central Telecomunicacao,- BR,0,9,50 minutes
134,AS19397,AS19397 ACN-DIGITAL-PHONE,- CA,0,1,50 minutes
135,AS263604,AS263604 Hilton C. Bender Eireli,- BR,0,1,50 minutes
136,AS55953,"AS55953 XIM-HK Room 704, ChinaChen Leighton ... ",- JP,0,1,50 minutes
137,AS270592,AS270592 new core tecnologia e informatica ei ... ,- BR,0,1,51 minutes
138,AS267516,AS267516 Company Telecom Ltda,- BR,0,2,51 minutes
139,AS36086,AS36086 TELX-LEGACY,- US,0,1,51 minutes
140,AS39537,AS39537 HNS http://www.hns.net,- GB,0,1,51 minutes
141,AS52772,AS52772 Sjnet Telecomunicacoes ERIELI,- BR,0,1,52 minutes
142,AS22085,AS22085 Claro S/A,- BR,0,1,52 minutes
143,AS20915,AS20915 HUNDRED-PERCENT-IT,- GB,0,1,52 minutes
144,AS328425,AS328425 ACSA-Telecoms-AS,- CG,0,1,52 minutes
145,AS262594,AS262594 4INET SOROCABA LTDA EPP,- BR,0,1,53 minutes
146,AS31510,AS31510 IKB-AS,- AT,0,3,53 minutes
147,AS266531,AS266531 GIGALINK INFORMATICA E INTERNET LTDA ... ,- BR,0,6,54 minutes
148,AS58906,AS58906 SIPL-AS Shivansh Infotech pvt Ltd,- IN,0,1,55 minutes
149,AS139035,AS139035 GBLINK-AS-AP GBLINK NETWORK SOLUTION ... ,- IN,0,2,55 minutes
150,AS268720,AS268720 MegaNet Fibra Optica Cacu,- BR,0,1,55 minutes
151,AS266472,AS266472 ENTRE RIOS SERVICOS DE INFORMATICA L ... ,- BR,0,1,55 minutes
152,AS134884,AS134884 AISPL-AS ARICHWAL IT SERVICES PRIVAT ... ,- IN,0,2,56 minutes
153,AS268399,AS268399 ARAUJO & SILVA - ME,- BR,0,2,56 minutes
154,AS43624,AS43624 PQ-HOSTING-AS,- NL,0,1,56 minutes
155,AS38930,"AS38930 FIBERRING Amsterdam, Netherlands",- NL,0,1,56 minutes
156,AS6582,AS6582 FRII,- US,0,1,57 minutes
157,AS268157,AS268157 CX PRATES JUSTILIANO TELECOMUNICACOE ... ,- BR,0,1,57 minutes
158,AS17799,AS17799 CHINATELECOM-LN-AS-AP asn for Liaoni ... ,- CN,0,5,57 minutes
159,AS134032,AS134032 ICENET-AS-IN INFONET COMM ENTERPRISE ... ,- IN,0,2,57 minutes
160,AS137549,AS137549 NODE1-AS-AP NODE1 Pty Ltd,- AU,0,1,58 minutes
161,AS134375,AS134375 FWSPL-AS-AP Fusionnet Web Services P ... ,- IN,0,1,59 minutes
162,AS269644,AS269644 FORMOSA INTERNET E TELECOMUNICACOES ... ,- BR,0,47,"1 hour, 1 minutes"
163,AS9430,AS9430 STPI-NOIDA Software Technology Parks ... ,- IN,0,2,"1 hour, 2 minutes"
164,AS17753,AS17753 DATAINFOSYS-AS INTERNET SERVICE PROV ... ,- IN,0,1,"1 hour, 2 minutes"
165,AS57630,AS57630 AS84 84 Grams AB,- SE,0,1,"1 hour, 3 minutes"
166,AS57893,AS57893 ALTARION,- RU,0,94,"1 hour, 3 minutes"
167,AS43652,AS43652 AS100LIMITE,- PT,0,1,"1 hour, 3 minutes"
168,AS270832,AS270832 DANTAS & ARAGAO LTDA,- BR,0,1,"1 hour, 3 minutes"
169,AS262822,AS262822 WE RADIO COMUNICACOES LTDA EPP,- BR,0,8,"1 hour, 4 minutes"
170,AS30925,AS30925 SPEEDXS-AS,- NL,0,1,"1 hour, 4 minutes"
171,AS198213,AS198213 FREENET,- SI,0,1,"1 hour, 5 minutes"
172,AS42003,AS42003 OGERONET OGERO Telecom,- LB,0,1,"1 hour, 6 minutes"
173,AS134933,AS134933 WBPL-AS Webline Broadband Pvt Ltd,- IN,0,2,"1 hour, 7 minutes"
174,AS13182,"AS13182 ASN-ADHOC-NETWORK Rimini, Italy",- IT,0,1,"1 hour, 7 minutes"
175,AS267005,AS267005 WEB LINK DIGITAL EIRELI - ME,- BR,0,5,"1 hour, 7 minutes"
176,AS206791,AS206791 SBY-TELECOM-AS,- UA,0,1,"1 hour, 8 minutes"
177,AS196742,AS196742 EKRAN-AS,- RU,0,1,"1 hour, 8 minutes"
178,AS19021,AS19021 BTC-BROADBAND,- US,1,1,"1 hour, 8 minutes"
179,AS51580,AS51580 TIMENET-AS,- IT,0,1,"1 hour, 9 minutes"
180,AS22915,AS22915 FUTUREQUEST-INC,- US,0,1,"1 hour, 9 minutes"
181,AS52768,AS52768 ALSOL Provedor de Internet Ltda.,- BR,0,3,"1 hour, 10 minutes"
182,AS36363,AS36363 AISO-SOCAL,- US,0,1,"1 hour, 11 minutes"
183,AS263473,AS263473 SILVANIA ALVES SANTOS ME,- BR,0,1,"1 hour, 11 minutes"
184,AS58073,AS58073 YISP-AS,- NL,0,7,"1 hour, 11 minutes"
185,AS266229,AS266229 lins. net telecom ltda-me,- BR,0,8,"1 hour, 11 minutes"
186,AS57285,AS57285 UKRINFOSYSTEMS-AS,- UA,0,1,"1 hour, 12 minutes"
187,AS135171,AS135171 BALAJI-AS-IN Balaji Infra Ray Privat ... ,- IN,0,1,"1 hour, 13 minutes"
188,AS266593,AS266593 JASGAB TELECOM,- BR,0,1,"1 hour, 14 minutes"
189,AS25853,AS25853 ELJY30540,- US,0,1,"1 hour, 14 minutes"
190,AS39451,AS39451 MELBOURNE-AS,- GB,0,2,"1 hour, 14 minutes"
191,AS268068,AS268068 TRAUDI INES SEHNEM,- BR,0,1,"1 hour, 14 minutes"
192,AS268238,AS268238 JOTAPLUS - SOLUCAO EM WIRELESS LTDA ... ,- BR,0,1,"1 hour, 15 minutes"
193,AS266772,AS266772 TRIMOTION S.R.L.,- AR,0,1,"1 hour, 15 minutes"
194,AS271008,AS271008 RSCONNECTION TELECOM COMERCIO E SERV ... ,- BR,0,66,"1 hour, 16 minutes"
195,AS133525,AS133525 SERVERMULE-AS-AP Nimbus2 Pty Ltd,- AU,1,2,"1 hour, 17 minutes"
196,AS269055,AS269055 Otacilio Gomes De Morais EIRELI,- BR,0,3,"1 hour, 17 minutes"
197,AS264934,AS264934 VGP INTERNET LTDA - ME,- BR,0,1,"1 hour, 17 minutes"
198,AS267539,AS267539 JBM Doro Telecomunicacao Me,- BR,0,1,"1 hour, 18 minutes"
199,AS209283,AS209283 ITGLOBAL-,- BY,0,14,"1 hour, 19 minutes"
200,AS204997,AS204997 FIRSTBYTE-AS,- RU,0,9,"1 hour, 20 minutes"
201,AS25180,AS25180 EXPONENTIAL-E-AS,- GB,0,1,"1 hour, 21 minutes"
202,AS55125,AS55125 EGNYTE,- US,0,1,"1 hour, 21 minutes"
203,AS271084,AS271084 TRYMNET INFORMATICA LTDA,- BR,0,13,"1 hour, 22 minutes"
204,AS207569,AS207569 IHOR-CORE-AS,- RU,0,1,"1 hour, 23 minutes"
205,AS327750,AS327750 JENNY-INTERNET,- ZA,0,1,"1 hour, 24 minutes"
206,AS208425,AS208425 YONCU,- TR,0,9,"1 hour, 24 minutes"
207,AS262568,AS262568 Netvia Telecom Provedor de Internet ... ,- BR,0,1,"1 hour, 24 minutes"
208,AS199758,AS199758 NEXYLAN,- FR,0,1,"1 hour, 27 minutes"
209,AS138051,AS138051 IDNIC-SDP-AS-ID PT Sentra Data Persa ... ,- ID,2,1,"1 hour, 27 minutes"
210,AS20676,AS20676 PLUSNET *****************,- DE,0,1,"1 hour, 27 minutes"
211,AS198371,AS198371 NINET,- RS,3,2,"1 hour, 27 minutes"
212,AS20712,AS20712 AS20712 Andrews & Arnold Ltd,- GB,0,1,"1 hour, 27 minutes"
213,AS4638,AS4638 IS-FJ-AS Telecom Fiji Limited,- FJ,0,2,"1 hour, 28 minutes"
214,AS57595,AS57595 NETLOGIC-AS,- RS,0,2,"1 hour, 28 minutes"
215,AS266033,AS266033 rafael luciano fal & cia ltda,- BR,0,1,"1 hour, 29 minutes"
216,AS135256,AS135256 ODINPL-AS ONET DIGITAL NETWORKS PVT. ... ,- IN,0,1,"1 hour, 33 minutes"
217,AS43360,AS43360 MEDIAIMAGE,- RO,0,1,"1 hour, 33 minutes"
218,AS34970,AS34970 DIATEM 67300 SCHILTIGHEIM,- FR,0,1,"1 hour, 33 minutes"
219,AS262761,AS262761 Sinal Br Telecom Ltda,- BR,0,1,"1 hour, 35 minutes"
220,AS34171,AS34171 INTERDOTNET-LIG-AS,- DE,0,1,"1 hour, 35 minutes"
221,AS131257,AS131257 SRU-AS-AP Suratthani ratjabhat unive ... ,- TH,0,1,"1 hour, 35 minutes"
222,AS44574,AS44574 A4N AS44574,- GB,0,2,"1 hour, 35 minutes"
223,AS132752,AS132752 SKYNETS-AS-IN skynet system,- IN,0,1,"1 hour, 36 minutes"
224,AS269335,AS269335 SUPORT TELECOM LTDA,- BR,1,3,"1 hour, 37 minutes"
225,AS25694,AS25694 ATOMIC,- US,0,1,"1 hour, 37 minutes"
226,AS134596,AS134596 WICLOUDPVTLTD-AS-AP WICLOUD PVT LTD. ... ,- PK,0,2,"1 hour, 38 minutes"
227,AS28665,AS28665 Predlink Rede de Telecomuniccoes Ltd ... ,- BR,0,1,"1 hour, 38 minutes"
228,AS138730,AS138730 AS-SNSISPL-IN Sns Internet Services ... ,- IN,0,4,"1 hour, 38 minutes"
229,AS199103,AS199103 CASTLAKE-AS,- LV,0,8,"1 hour, 39 minutes"
230,AS37239,AS37239 ICTGLOBE,- ZA,0,1,"1 hour, 40 minutes"
231,AS138608,AS138608 CLOUDHOST-AS-AP Cloud Host Pte Ltd,- SG,0,1,"1 hour, 40 minutes"
232,AS9723,AS9723 ISEEK-AS-AP iseek Communications Pty ... ,- AU,0,1,"1 hour, 41 minutes"
233,AS265448,AS265448 NETWORK INFORMATICA LTDA. - ME,- BR,0,9,"1 hour, 43 minutes"
234,AS53577,AS53577 URSIN,- US,0,1,"1 hour, 43 minutes"
235,AS202675,AS202675 KELIWEB,- IT,0,2,"1 hour, 44 minutes"
236,AS8256,AS8256 LODMAN-AS Metropolitan Area Network ... ,- PL,0,1,"1 hour, 45 minutes"
237,AS268906,AS268906 QSJ NET,- BR,0,1,"1 hour, 45 minutes"
238,AS265065,AS265065 Ribernet Comunicacoes Ltda,- BR,0,1,"1 hour, 45 minutes"
239,AS46353,AS46353 INTERMAX-AS,- US,0,1,"1 hour, 46 minutes"
240,AS4181,AS4181 TDS-AS,- US,1,1,"1 hour, 47 minutes"
241,AS51407,AS51407 MADA-AS,- PS,0,3,"1 hour, 47 minutes"
242,AS48323,AS48323 NEIRONSYSTEMS-NET,- UA,0,1,"1 hour, 48 minutes"
243,AS133848,AS133848 AWN-IDC-AS Internet Datacenter Netwo ... ,- TH,0,1,"1 hour, 48 minutes"
244,AS19133,AS19133 BIRD-HOSTING,- US,0,2,"1 hour, 49 minutes"
245,AS59135,AS59135 IDNIC-SDK-AS-ID PT Suraloka Digital ... ,- ID,0,9,"1 hour, 49 minutes"
246,AS47002,AS47002 TIGERTECH,- US,0,3,"1 hour, 50 minutes"
247,AS135825,AS135825 PBSPLF-AS Pradeep Broadcast Private ... ,- IN,0,2,"1 hour, 52 minutes"
248,AS208450,AS208450 MEGAHOST_,- KZ,0,1,"1 hour, 53 minutes"
249,AS24703,"AS24703 UN-UKRAINE-AS Kiev, Ukraine",- UA,0,1,"1 hour, 54 minutes"
250,AS11653,AS11653 ESS-PR-WEBMASTERS,- PR,0,1,"1 hour, 54 minutes"
251,AS17494,AS17494 BTTB-AS-AP Telecom Operator & Intern ... ,- BD,0,4,"1 hour, 54 minutes"
252,AS40728,AS40728 GEARHOST,- US,0,1,"1 hour, 55 minutes"
253,AS265059,AS265059 TV CABO SAO PAULO LTDA,- BR,0,3,"1 hour, 55 minutes"
254,AS23498,AS23498 CDSI,- CA,1,2,"1 hour, 55 minutes"
255,AS13645,AS13645 BROADBANDONE,- US,0,1,"1 hour, 55 minutes"
256,AS207176,AS207176 OPENFIBER,- NL,0,1,"1 hour, 56 minutes"
257,AS12616,AS12616 HOSTING-MSK,- RU,0,57,"1 hour, 56 minutes"
258,AS59162,AS59162 UPCSPL-AS-IN U.P. COMMUNICATION SERV ... ,- IN,0,2,"1 hour, 56 minutes"
259,AS135257,AS135257 DLGTPL-AS DL GTPL Broadband Private ... ,- IN,0,1,"1 hour, 58 minutes"
260,AS17819,AS17819 ASN-EQUINIX-AP Equinix Asia Pacific,- AU,0,1,"2 hours, 0 minutes"
261,AS263993,AS263993 AUTOFAST SOLUCOES EM TECNOLOGIA LTDA ... ,- BR,0,1,"2 hours, 0 minutes"
262,AS30674,AS30674 BAYLORU,- US,0,1,"2 hours, 0 minutes"
263,AS202536,AS202536 ISIMKAYITBILISIM,- TR,0,2,"2 hours, 1 minutes"
264,AS52650,AS52650 JotaF. Telecomunicacoes Ltda ME,- BR,0,1,"2 hours, 2 minutes"
265,AS8739,AS8739 ICDSOFT,- HK,0,7,"2 hours, 2 minutes"
266,AS28885,AS28885 OMANTEL-NAP-AS OmanTel NAP,- OM,0,5,"2 hours, 2 minutes"
267,AS28224,AS28224 MHNET TELECOM,- BR,0,1,"2 hours, 3 minutes"
268,AS265168,AS265168 M. S. Ferreira Alves,- BR,0,1,"2 hours, 4 minutes"
269,AS26211,AS26211 PROOFPOINT-ASN-US-WEST,- US,0,1,"2 hours, 6 minutes"
270,AS6874,AS6874 PSTU-AS,- RU,0,1,"2 hours, 6 minutes"
271,AS10834,AS10834 Telefonica de Argentina,- AR,0,1,"2 hours, 7 minutes"
272,AS12555,AS12555 IMAQLIQ https://iqdata.center,- FI,0,18,"2 hours, 7 minutes"
273,AS201295,AS201295 MHOST,- GB,0,10,"2 hours, 8 minutes"
274,AS55359,AS55359 FLUCCS-AS-AP Fluccs Australia Austra ... ,- AU,0,1,"2 hours, 9 minutes"
275,AS208951,AS208951 ITGLOBAL-,- NL,4,9,"2 hours, 9 minutes"
276,AS6280,AS6280 SYNAPSE,- CA,0,1,"2 hours, 10 minutes"
277,AS43212,AS43212 PEJVAK-ERTEBATAT,- IR,0,1,"2 hours, 10 minutes"
278,AS12969,AS12969 VODAFONE_ICELAND,- IS,0,1,"2 hours, 11 minutes"
279,AS270584,AS270584 Bhnet Telecomunicacoes,- BR,0,105,"2 hours, 11 minutes"
280,AS8283,AS8283 COLOCLUE-AS Netwerkvereniging Colocl ... ,- NL,0,1,"2 hours, 11 minutes"
281,AS21581,AS21581 M5HOSTING,- US,0,22,"2 hours, 13 minutes"
282,AS24958,AS24958 TBSH,- GB,0,2,"2 hours, 16 minutes"
283,AS29695,AS29695 ALTIBOX_AS Norway,- NO,0,1,"2 hours, 16 minutes"
284,AS36481,AS36481 DIGITALEDGE-VENTURES-INC,- US,0,1,"2 hours, 19 minutes"
285,AS42100,AS42100 WITMIND-AS,- BG,0,1,"2 hours, 20 minutes"
286,AS328170,AS328170 DataKeepers,- ZA,0,2,"2 hours, 20 minutes"
287,AS38803,AS38803 WPL-AS-AP Wirefreebroadband Pty Ltd,- AU,0,2,"2 hours, 21 minutes"
288,AS262767,AS262767 Avelino e Rodrigues LTDA,- BR,0,30,"2 hours, 23 minutes"
289,AS41302,AS41302 MART-AS,- RU,0,2,"2 hours, 24 minutes"
290,AS35346,AS35346 ITNS IP transit and peering infrastr ... ,- MD,0,4,"2 hours, 25 minutes"
291,AS18530,AS18530 ISOMEDIA-1,- US,0,1,"2 hours, 26 minutes"
292,AS265318,AS265318 VIP BY NET TELECOMUNICACOES LTDA,- BR,0,2,"2 hours, 26 minutes"
293,AS8989,AS8989 MIRAINTERNET,- DK,0,1,"2 hours, 26 minutes"
294,AS41497,AS41497 AS_QCOM,- IT,0,1,"2 hours, 27 minutes"
295,AS134004,AS134004 FOXTEL-AS-IN Foxtel Telecommunicatio ... ,- IN,0,4,"2 hours, 28 minutes"
296,AS42555,AS42555 OPTIC-COM-EU,- BG,0,11,"2 hours, 28 minutes"
297,AS47995,AS47995 AT-AS,- RU,0,2,"2 hours, 28 minutes"
298,AS39384,AS39384 RACKFIBER,- PT,0,2,"2 hours, 29 minutes"
299,AS396948,AS396948 CLOUDWEBMANAGE-SC,- US,0,1,"2 hours, 29 minutes"
300,AS55577,AS55577 BEAMTELE-AS-AP Atria Convergence Tec ... ,- IN,0,3,"2 hours, 29 minutes"
301,AS268786,AS268786 L H FERREIRA ZOBY ME,- BR,2,13,"2 hours, 29 minutes"
302,AS52495,AS52495 Cotel Ltda.,- BO,0,1,"2 hours, 30 minutes"
303,AS73,AS73 WASHINGTON-AS,- US,0,1,"2 hours, 30 minutes"
304,AS10670,AS10670 COMPANHIA DE TECNOLOGIA DA INFORMACA ... ,- BR,0,1,"2 hours, 30 minutes"
